Time,X,Y,Z,Surge,Sway,Heave,Roll,Pitch,Yaw,Sea surface Z,ACCx,ACCy,ACCz,PQRx,PQRy,PQRz,x velocity,y velocity,z velocity,x angular velocity,y angular velocity,z angular velocity
246.5,0.234618396,0.106816225,-0.521252394,0.234618396,0.106816225,-0.121252425,0.133033956,-0.016363749,-0.568624881,-0.101721438,-0.06576453,0.063952784,0.351994277,-0.00880174,-3.27E-04,0.007069878,-0.06889855,0.038177956,-0.028397167,-0.001514516,0.002502592,0.002800234
246.6,0.227448821,0.11104586,-0.522463918,0.227448821,0.11104586,-0.122463904,0.122122075,-0.002218179,-0.550589446,-0.109963289,-0.060877399,0.073017182,0.263763222,-0.00558388,-9.38E-04,0.006333489,-0.075236745,0.045105699,0.00253276,-0.002239736,0.002438981,0.003472005
246.7,0.21967952,0.116000593,-0.521047831,0.21967952,0.116000593,-0.121047817,0.108041193,0.011389143,-0.528937907,-0.117008669,-0.053284902,0.075817108,0.161694488,-0.001831036,-0.001497161,0.00541749,-0.080952413,0.052622969,0.023876776,-0.002613401,0.002316717,0.004060945
246.8,0.21138683,0.121710688,-0.518017173,0.21138683,0.121710688,-0.118017145,0.092924484,0.024142074,-0.504194853,-0.123053568,-0.043005629,0.07310896,0.054974637,0.002074766,-0.001988074,0.004346759,-0.085771224,0.060139296,0.034706267,-0.002600828,0.002141828,0.004550348
246.9,0.202672809,0.12815091,-0.514431536,0.202672809,0.12815091,-0.114431538,0.078991378,0.0357624,-0.47697244,-0.128282085,-0.030204629,0.065904131,-0.047187247,0.005736634,-0.002398309,0.003144735,-0.089428676,0.067155771,0.035018433,-0.002206605,0.001921796,0.004925922
247,0.193663761,0.135250464,-0.511305809,0.193663761,0.135250464,-0.111305833,0.068321989,0.046016439,-0.447957743,-0.132859876,-0.015187874,0.055325115,-0.13638108,0.00878155,-0.002719939,0.001833651,-0.091685148,0.073280687,0.025697246,-0.001474134,0.001665125,0.005175659
247.1,0.184507549,0.142904148,-0.509526551,0.184507549,0.142904148,-0.10952653,0.062645161,0.054719474,-0.417899868,-0.136932768,0.001611016,0.042471513,-0.205726618,0.010896731,-0.002949527,4.36E-04,-0.092339676,0.078231601,0.008396449,-4.81E-04,0.001380881,0.00528975
247.2,0.175369665,0.150983602,-0.509783447,0.175369665,0.150983602,-0.109783418,0.0631608,0.06173804,-0.387597761,-0.140629526,0.019650304,0.028307333,-0.250447082,0.01186009,-0.003087802,-0.001026253,-0.091241785,0.081826349,-0.014643038,6.67E-04,0.001078267,0.00526064
247.3,0.166428044,0.159347132,-0.512522101,0.166428044,0.159347132,-0.112522125,0.070413821,0.066990235,-0.357886998,-0.144067526,0.038304196,0.013576612,-0.268234285,0.011561898,-0.003139053,-0.002525116,-0.08830089,0.083965749,-0.040823092,0.00184844,7.66E-04,0.005083257
247.4,0.157867193,0.167847291,-0.51792115,0.157867193,0.167847291,-0.117921144,0.084231941,0.07044419,-0.329624743,-0.14735992,0.056889896,-0.001248334,-0.259374006,0.01001555,-0.003110354,-0.004029443,-0.083492812,0.08461092,-0.067443226,0.002937329,4.53E-04,0.004755427
247.5,0.149871394,0.176335603,-0.525894642,0.149871394,0.176335603,-0.125894621,0.103733538,0.072114978,-0.303671545,-0.150622956,0.07469629,-0.01598375,-0.226623426,0.007356442,-0.003010695,-0.005501145,-0.076863511,0.083757599,-0.091955802,0.003814335,1.47E-04,0.004278448
247.6,0.142617643,0.184664235,-0.53611964,0.142617643,0.184664235,-0.136119664,0.127404799,0.07206021,-0.280869412,-0.15398215,0.091013276,-0.030715301,-0.174856485,0.003829045,-0.002850143,-0.006894939,-0.068529857,0.081410227,-0.11219746,0.004379578,-1.47E-04,0.003657787
247.7,0.136268556,0.192684859,-0.548084557,0.136268556,0.192684859,-0.148084566,0.153238869,0.070374614,-0.262015608,-0.157576222,0.105160923,-0.04574357,-0.110515419,-2.37E-04,-0.002639138,-0.008158591,-0.058677607,0.077558411,-0.126575156,0.004562144,-4.22E-04,0.002903792
247.8,0.130965292,0.200245559,-0.561152756,0.130965292,0.200245559,-0.16115278,0.178923582,0.067183835,-0.247832507,-0.161557921,0.116517844,-0.061497514,-0.040924502,-0.004456277,-0.002388003,-0.009234309,-0.04755663,0.072158941,-0.134190165,0.004327113,-6.73E-04,0.00203233
247.9,0.12682128,0.207186505,-0.574635386,0.12682128,0.207186505,-0.174635381,0.202059954,0.062637771,-0.238934265,-0.166091199,0.124547959,-0.078423094,0.026464684,-0.008429158,-0.002106713,-0.010061317,-0.03547355,0.065126382,-0.134889401,0.003679141,-8.98E-04,0.001065221
248,0.123916581,0.213335827,-0.587865055,0.123916581,0.213335827,-0.187865034,0.220389994,0.056903607,-0.235792031,-0.171344559,0.128825009,-0.096858929,0.084822361,-0.011775749,-0.001804906,-0.010579494,-0.022781971,0.05633503,-0.129240944,0.002662223,-0.001094135,3.04E-05
248.1,0.122293539,0.218506679,-0.600263715,0.122293539,0.218506679,-0.200263709,0.232012508,0.050158888,-0.238699583,-0.177480783,0.12905349,-0.116914906,0.128611138,-0.014174731,-0.001492065,-0.010733841,-0.009870564,0.045633466,-0.118437848,0.001355679,-0.001259036,-0.001038538
248.2,0.121953711,0.222496703,-0.611397445,0.121953711,0.222496703,-0.211397469,0.235565487,0.042584765,-0.247741927,-0.184643617,0.125084973,-0.138371613,0.154114148,-0.015393868,-0.001177735,-0.010479424,0.002850657,0.032871352,-0.104141412,-1.33E-04,-0.001392498,-0.002102759
248.3,0.122856312,0.225090712,-0.621013343,0.122856312,0.225090712,-0.221013322,0.230358082,0.034359667,-0.262770157,-0.192942265,0.116928658,-0.160617857,0.159771364,-0.015312406,-8.72E-04,-0.009786316,0.014965295,0.017935807,-0.088280446,-0.001679603,-0.001494857,-0.003119778
248.4,0.124918364,0.226067036,-0.629054666,0.124918364,0.226067036,-0.22905466,0.216438863,0.025653574,-0.283384549,-0.202434777,0.104755007,-0.182638876,0.146293566,-0.013932792,-5.83E-04,-0.008644057,0.026066201,7.93E-04,-0.072827639,-0.003152341,-0.001567422,-0.004045025
248.5,0.128016442,0.225207701,-0.635654032,0.128016442,0.225207701,-0.235654026,0.194594371,0.016623108,-0.308929189,-0.213111589,0.088892055,-0.203061226,0.116545079,-0.01138053,-3.23E-04,-0.007065139,0.035771027,-0.018473264,-0.059575648,-0.004426949,-0.001612462,-0.004834007
248.6,0.13199009,0.222311765,-0.641104758,0.13199009,0.222311765,-0.241104782,0.166277434,0.007407593,-0.338499293,-0.224880617,0.069814422,-0.220251441,0.075208071,-0.007892217,-9.71E-05,-0.005087059,0.043736978,-0.039625645,-0.04993576,-0.005397146,-0.001633122,-0.005444719
248.7,0.136646792,0.217211217,-0.645814598,0.136646792,0.217211217,-0.245814607,0.133472529,-0.001873764,-0.370963155,-0.237555538,0.048125603,-0.232458026,0.028262799,-0.003792878,8.71E-05,-0.002772644,0.049674106,-0.062256522,-0.044779527,-0.00598496,-0.001633261,-0.005840181
248.8,0.141768113,0.209787935,-0.650246322,0.141768113,0.209787935,-0.250246346,0.098510858,-0.01112342,-0.404998041,-0.250849061,0.024534711,-0.237980036,-0.017664805,5.35E-04,2.27E-04,-2.08E-04,0.053356553,-0.085783087,-0.044339664,-0.006148073,-0.001617192,-0.005990898
248.9,0.147117108,0.199990287,-0.65485239,0.147117108,0.199990287,-0.254852414,0.063852957,-0.020265728,-0.439139622,-0.264373212,-1.71E-04,-0.235342908,-0.056022922,0.004689299,3.23E-04,0.002498985,0.054631368,-0.109462386,-0.04818059,-0.005883737,-0.00158934,-0.005877075
249,0.152446419,0.187847614,-0.660010159,0.152446419,0.187847614,-0.260010183,0.031859788,-0.029245819,-0.471842808,-0.277648562,-0.025156325,-0.22346267,-0.081049085,0.008284764,3.81E-04,0.005228163,0.053424689,-0.132423227,-0.055241984,-0.005228895,-0.001553855,-0.005490366
249.1,0.157506749,0.173481107,-0.665965021,0.157506749,0.173481107,-0.265965044,0.004574119,-0.038027168,-0.501550929,-0.290123955,-0.049569785,-0.201782323,-0.088408342,0.010992231,4.08E-04,0.007849803,0.049745108,-0.153712697,-0.063951404,-0.004256481,-0.001514233,-0.004835026
249.2,0.162055582,0.157109395,-0.672787666,0.162055582,0.157109395,-0.27278766,-0.016466544,-0.04658799,-0.526769002,-0.30120732,-0.072575966,-0.170368775,-0.075689152,0.012569213,4.15E-04,0.010234479,0.043684255,-0.172353618,-0.072394746,-0.003068256,-0.001472992,-0.003928313
249.3,0.16586557,0.13904807,-0.680350363,0.16586557,0.13904807,-0.280350357,-0.030367648,-0.054916655,-0.546137817,-0.310306586,-0.09338769,-0.129962716,-0.042705091,0.01288348,4.15E-04,0.012260879,0.035414486,-0.187408397,-0.078527376,-0.001784868,-0.001431467,-0.002800091
249.4,0.168732226,0.11970219,-0.688325107,0.168732226,0.11970219,-0.288325131,-0.036952534,-0.063006407,-0.558502541,-0.316877782,-0.111297689,-0.081977665,0.008429656,0.011925792,4.21E-04,0.013823821,0.025183666,-0.198045131,-0.080404148,-5.34E-04,-0.001389741,-0.001491612
249.5,0.170480847,0.099552095,-0.696204662,0.170480847,0.099552095,-0.296204656,-0.036767489,-0.070849746,-0.562972579,-0.320475385,-0.12570894,-0.028446758,0.073460901,0.009810762,4.43E-04,0.014841433,0.013306884,-0.203601192,-0.07640465,5.62E-04,-0.001346717,-5.35E-05
249.6,0.170972049,0.079132833,-0.703344345,0.170972049,0.079132833,-0.303344339,-0.031016356,-0.07843285,-0.558968328,-0.320798549,-0.136162744,0.028081565,0.146376528,0.006765746,4.90E-04,0.01526093,1.55E-04,-0.203640124,-0.065430193,0.001396953,-0.001300321,0.0014567
249.7,0.170105949,0.059008464,-0.709021628,0.170105949,0.059008464,-0.309021652,-0.021431103,-0.085730533,-0.546250942,-0.317726445,-0.142362823,0.084695404,0.219973292,0.003108798,5.67E-04,0.015062518,-0.013859245,-0.197997017,-0.047051909,0.00189427,-0.001247776,0.002978013
249.8,0.167824656,0.039742857,-0.712507486,0.167824656,0.039742857,-0.31250751,-0.010090842,-0.092702035,-0.524933655,-0.311337046,-0.144193579,0.138311498,0.286552766,-7.82E-04,6.76E-04,0.014261075,-0.028299326,-0.186807676,-0.02159433,0.002010885,-0.001185919,0.004449065
249.9,0.16411303,0.021868959,-0.713142455,0.16411303,0.021868959,-0.313142478,7.93E-04,-0.099288219,-0.495473288,-0.301906085,-0.141730165,0.18589559,0.338678445,-0.004506357,8.17E-04,0.012905458,-0.042723104,-0.170517831,0.009854833,0.001743408,-0.001111505,0.005811721
250,0.158997625,0.005858825,-0.710410595,0.158997625,0.005858825,-0.310410559,0.009105108,-0.105410349,-0.458642454,-0.28988618,-0.135238513,0.224694209,0.369919973,-0.007678813,9.88E-04,0.011075428,-0.056703587,-0.149868853,0.045510513,0.001128064,-0.001021478,0.007014314
250.1,0.152543962,-0.007903377,-0.704003096,0.152543962,-0.007903377,-0.30400306,0.013044149,-0.110970744,-0.415484062,-0.27586944,-0.125163792,0.252456536,0.375512409,-0.00996856,0.001181466,0.008876431,-0.069848911,-0.125859607,0.083026293,2.37E-04,-9.13E-04,0.008014487
250.2,0.144852132,-0.019143311,-0.693865955,0.144852132,-0.019143311,-0.293865949,0.011311737,-0.115855376,-0.367251508,-0.260539296,-0.112107353,0.267623406,0.352867035,-0.011131106,0.001392007,0.00643258,-0.081820732,-0.099685481,0.119688395,-8.28E-04,-7.85E-04,0.008781427
250.3,0.136051103,-0.027711643,-0.68022567,0.136051103,-0.027711643,-0.280225635,0.003250818,-0.119938442,-0.315338095,-0.244618408,-0.096793307,0.269462137,0.301883965,-0.011032973,0.001610465,0.003878412,-0.09234961,-0.072659625,0.152650154,-0.001946892,-6.35E-04,0.009297323
250.4,0.126291886,-0.033591192,-0.663590074,0.126291886,-0.033591192,-0.263590068,-0.011078618,-0.1230886,-0.261200521,-0.228819049,-0.080027101,0.258130511,0.225036444,-0.009665608,0.001826323,0.001350023,-0.101246088,-0.046123192,0.179185646,-0.002992094,-4.63E-04,0.009557976
250.5,0.115739882,-0.03689551,-0.644723892,0.115739882,-0.03689551,-0.244723901,-0.030894977,-0.125176583,-0.206281465,-0.213800728,-0.062649674,0.234662712,0.127216184,-0.007147285,0.002027345,-0.001023708,-0.108406739,-0.021353321,0.196939392,-0.003841517,-2.70E-04,0.009572501
250.6,0.104566924,-0.037858926,-0.624599993,0.104566924,-0.037858926,-0.224599972,-0.054762636,-0.126083731,-0.151936157,-0.200137613,-0.045491064,0.200878611,0.01535218,-0.003712782,0.002199881,-0.00312913,-0.113814933,5.22E-04,0.204149334,-0.004390906,-5.81E-05,0.009362203
250.7,0.092943273,-0.036818843,-0.604330182,0.092943273,-0.036818843,-0.204330161,-0.080725759,-0.125710832,-0.099367546,-0.188296238,-0.029327183,0.159228003,-0.102165198,3.08E-04,0.002329551,-0.00487446,-0.117536602,0.018596364,0.199822145,-0.00456445,1.69E-04,0.008958708
250.8,0.081030011,-0.034191642,-0.585081935,0.081030011,-0.034191642,-0.185081944,-0.106495976,-0.12398657,-0.049573793,-0.178622427,-0.014842723,0.112587878,-0.216204105,0.004522366,0.002402353,-0.006194563,-0.119711687,0.032232863,0.183844291,-0.004322787,4.06E-04,0.008401518
250.9,0.068972133,-0.03044408,-0.567987621,0.068972133,-0.03044408,-0.16798763,-0.129676291,-0.120875032,-0.003310761,-0.17133571,-0.002602127,0.064034645,-0.317690815,0.008509537,0.002406088,-0.007053556,-0.120542308,0.041094964,0.157017368,-0.003667556,6.47E-04,0.007735199
251,0.05689276,-0.02606239,-0.55405432,0.05689276,-0.02606239,-0.154054329,-0.147999954,-0.116381501,0.03892879,-0.166529538,0.006970694,0.016612843,-0.398416292,0.011863651,0.002331906,-0.007445135,-0.120278854,0.045149809,0.121013107,-0.002642041,8.85E-04,0.007006418
251.1,0.044888616,-0.021521444,-0.544082522,0.044888616,-0.021521444,-0.144082546,-0.159561317,-0.11055609,0.076919189,-0.164176179,0.01360419,-0.026880874,-0.451774617,0.014231796,0.002175705,-0.007390692,-0.119204783,0.044651978,0.078250528,-0.001327791,0.001110596,0.006261066
251.2,0.033027019,-0.017256305,-0.538600922,0.033027019,-0.017256305,-0.138600916,-0.163016298,-0.103494795,0.110689939,-0.164135884,0.017183445,-0.064084166,-0.473363509,0.015348985,0.001939108,-0.006935522,-0.117621301,0.040108922,0.031705397,1.62E-04,0.001316983,0.005541658
251.3,0.021344505,-0.013638233,-0.537822664,0.021344505,-0.013638233,-0.137822688,-0.157732814,-0.095337561,0.140500046,-0.166170458,0.017748027,-0.093215745,-0.461388818,0.015064832,0.00162985,-0.006143543,-0.115832237,0.032231923,-0.015331814,0.001695148,0.001495989,0.004885202
251.4,0.009847051,-0.01095677,-0.541628242,0.009847051,-0.01095677,-0.14162825,-0.143875947,-0.086263575,0.166801544,-0.169961479,0.015484339,-0.11317557,-0.416833109,0.013359622,0.001261466,-0.005091052,-0.114129639,0.021876388,-0.059527586,0.003127937,0.001640977,0.004321639
251.5,-0.001488101,-0.009409004,-0.549574912,-0.001488101,-0.009409004,-0.149574906,-0.122418761,-0.076483705,0.190195729,-0.175133047,0.010713004,-0.12359366,-0.343370711,0.010348157,8.52E-04,-0.003860115,-0.112780456,0.009975053,-0.097781909,0.004323389,0.00174692,0.003872939
251.6,-0.012709174,-0.009096447,-0.560933352,-0.012709174,-0.009096447,-0.160933375,-0.09507682,-0.06623063,0.211386097,-0.181278122,0.003871509,-0.124823821,-0.247036199,0.006270922,4.24E-04,-0.002532161,-0.11201442,-0.002531901,-0.127484143,0.005161925,0.001810814,0.003552843
251.7,-0.023885356,-0.010029296,-0.574747503,-0.023885356,-0.010029296,-0.174747527,-0.064171081,-0.05574713,0.231131574,-0.187986524,-0.004507891,-0.117880746,-0.135677782,0.001473322,8.46E-07,-0.001182275,-0.112013633,-0.01476543,-0.146724518,0.005553478,0.001831934,0.003367226
251.8,-0.035101321,-0.012137217,-0.589912117,-0.035101321,-0.012137217,-0.189912096,-0.032431419,-0.045273285,0.25020333,-0.194871796,-0.013824804,-0.104321651,-0.018247474,-0.00362515,-3.95E-04,1.25E-04,-0.112904236,-0.025969631,-0.154441824,0.00544652,0.001811919,0.003314964
251.9,-0.046451066,-0.015285253,-0.605261326,-0.046451066,-0.015285253,-0.20526132,-0.002758008,-0.035033454,0.26934819,-0.201593759,-0.023441253,-0.086079243,0.096003741,-0.008568971,-7.40E-04,0.001340478,-0.114750667,-0.03556153,-0.150494086,0.00483361,0.001754678,0.003389194
252,-0.058031458,-0.01929307,-0.619660556,-0.058031458,-0.01929307,-0.219660565,0.02203768,-0.025223844,0.289259792,-0.207873797,-0.032714881,-0.065258734,0.19834942,-0.01290834,-0.001017755,0.002428389,-0.117553045,-0.043163205,-0.135646558,0.003752927,0.00166614,0.003578801
252.1,-0.069935754,-0.023955494,-0.632092893,-0.069935754,-0.023955494,-0.232092872,0.039488539,-0.016001582,0.310559043,-0.213500948,-0.041032945,-0.043918557,0.281352484,-0.016240738,-0.001212704,0.003369624,-0.121247901,-0.048612151,-0.111479211,0.002285603,0.001553883,0.003869967
252.2,-0.082247496,-0.029062327,-0.641732872,-0.082247496,-0.029062327,-0.24173288,0.047700584,-0.007476051,0.333783207,-0.218328271,-0.047844729,-0.02385874,0.339500577,-0.018248403,-0.001315975,0.004158332,-0.125712469,-0.051948129,-0.080223691,5.49E-04,0.001426661,0.00424763
252.3,-0.095035061,-0.034415513,-0.648001611,-0.095035061,-0.034415513,-0.248001575,0.045533496,2.97E-04,0.359382676,-0.222260607,-0.052690041,-0.006442463,0.369654612,-0.0187282,-0.001323971,0.004799298,-0.130772257,-0.053377796,-0.044545813,-0.001312999,0.00129387,0.004696701
252.4,-0.108347133,-0.039842181,-0.650597692,-0.108347133,-0.039842181,-0.250597686,0.032716016,0.007317138,0.387723906,-0.225236237,-0.055221477,0.007527002,0.371271559,-0.017611073,-0.001238855,0.00530409,-0.136211427,-0.053221845,-0.007294693,-0.003143185,0.001164977,0.005202947
252.5,-0.122209311,-0.045202415,-0.649503112,-0.122209311,-0.045202415,-0.249503136,0.009885117,0.013639432,0.419095898,-0.227205779,-0.055219042,0.0178589,0.346382828,-0.014969226,-0.001068421,0.005686781,-0.141785115,-0.051851775,0.028757719,-0.004784237,0.001048949,0.005753451
252.6,-0.136621952,-0.050391387,-0.644963145,-0.136621952,-0.050391387,-0.244963169,-0.02145512,0.019368287,0.453717941,-0.228111886,-0.052596283,0.024952172,0.299333787,-0.011010339,-8.26E-04,0.005959748,-0.147232918,-0.049625113,0.061162604,-0.006092997,9.54E-04,0.006336652
252.7,-0.151559368,-0.055335861,-0.637443125,-0.151559368,-0.055335861,-0.237443134,-0.059051608,0.024650074,0.491746673,-0.227872925,-0.047398093,0.029703068,0.236309586,-0.006059326,-5.28E-04,0.006130054,-0.152292477,-0.046827654,0.088003022,-0.006953135,8.86E-04,0.006941988
252.8,-0.166970313,-0.059985913,-0.627567291,-0.166970313,-0.059985913,-0.2275673,-0.100086991,0.029662134,0.533279506,-0.226373034,-0.039791021,0.033358203,0.164693526,-5.29E-04,-1.96E-04,0.006196852,-0.156712335,-0.043629888,0.108046439,-0.007285504,8.49E-04,0.007559223
252.9,-0.182779655,-0.064303011,-0.616045535,-0.182779655,-0.064303011,-0.216045544,-0.141414558,0.034599854,0.578354059,-0.223460007,-0.030047568,0.037334093,0.092318812,0.005115586,1.47E-04,0.006150153,-0.160263347,-0.040062149,0.120827395,-0.007055155,8.47E-04,0.008177585
253,-0.198891237,-0.068246149,-0.603595674,-0.198891237,-0.068246149,-0.203595683,-0.179822112,0.039662502,0.626942317,-0.218951494,-0.018526086,0.043025886,0.026684941,0.010401932,4.77E-04,0.005971111,-0.162748134,-0.036010108,0.126652999,-0.006274376,8.78E-04,0.00878485
253.1,-0.215191513,-0.071757793,-0.590869188,-0.215191513,-0.071757793,-0.190869167,-0.212301169,0.045038794,0.678940173,-0.212649139,-0.005648058,0.05162623,-0.025786048,0.014889732,7.72E-04,0.005633851,-0.164008371,-0.03122954,0.126531593,-0.00500147,9.41E-04,0.009366537
253.2,-0.231553882,-0.07475166,-0.578387439,-0.231553882,-0.07475166,-0.178387418,-0.236297171,0.050893124,0.734152541,-0.204359474,0.008125652,0.063970669,-0.060381304,0.01821184,0.001010361,0.005108627,-0.163929589,-0.025377348,0.122031934,-0.003335404,0.001030713,0.009905354
253.3,-0.247843415,-0.077103794,-0.566495061,-0.247843415,-0.077103794,-0.16649507,-0.249918356,0.057353399,0.792277184,-0.193919671,0.022318243,0.08042086,-0.074554853,0.02010664,0.001174267,0.004365991,-0.162443908,-0.018054786,0.115087568,-0.001406823,0.001140628,0.01038101
253.4,-0.263921708,-0.078648575,-0.555334747,-0.263921708,-0.078648575,-0.155334771,-0.252084593,0.064501218,0.852887909,-0.181225526,0.036459018,0.100792325,-0.068165749,0.02044091,0.001250156,0.003381475,-0.159530471,-0.008858485,0.107766014,6.34E-04,0.001262627,0.010770479
