Time,X,Y,Z,Surge,Sway,Heave,Roll,Pitch,Yaw,Sea surface Z,ACCx,ACCy,ACCz,PQRx,PQRy,PQRz,x velocity,y velocity,z velocity,x angular velocity,y angular velocity,z angular velocity
237.2,-0.003450679,0.363745689,-0.195278317,-0.003450679,0.363745689,0.204721689,0.246659822,-0.033246863,-0.319936253,0.174264708,-0.057821545,-0.227707869,-0.289169962,0.009809697,0.001073434,0.004404481,-0.017896782,-0.003437485,-0.299605007,-5.13E-04,0.001288744,-0.007236178
237.3,-0.005515121,0.362408996,-0.22657387,-0.005515121,0.362408996,0.173426136,0.246429597,-0.025378445,-0.360008092,0.146168623,-0.055019533,-0.226498785,-0.211712791,0.00826598,0.00111392,0.005357291,-0.023499772,-0.026214661,-0.324870688,4.00E-04,0.00139842,-0.006747304
237.4,-0.008141603,0.358825028,-0.259977371,-0.008141603,0.358825028,0.140022635,0.250878024,-0.016885485,-0.39701323,0.118172416,-0.050636167,-0.219109624,-0.111392136,0.005668697,0.001114168,0.006188253,-0.02872291,-0.048586796,-0.341186694,0.001104561,0.001510185,-0.006168793
237.5,-0.011287899,0.353062868,-0.294492006,-0.011287899,0.353062868,0.105507985,0.258530851,-0.007768081,-0.430477181,0.090755639,-0.044720535,-0.206337149,0.003861997,0.002298194,0.001068645,0.006849651,-0.033414611,-0.069963704,-0.346647611,0.001507962,0.001619726,-0.00551532
237.6,-0.014895605,0.34524399,-0.328972578,-0.014895605,0.34524399,0.071027413,0.26747461,0.001946195,-0.460022205,0.064397205,-0.03735825,-0.189392297,0.12488037,-0.001491645,9.73E-04,0.007307342,-0.037431364,-0.089851097,-0.340212005,0.001550178,0.001722256,-0.004805671
237.7,-0.018890902,0.335530639,-0.362216383,-0.018890902,0.335530639,0.03778363,0.275557846,0.01220041,-0.485387073,0.03954345,-0.028666659,-0.169767991,0.242085554,-0.005308127,8.26E-04,0.007542675,-0.040640603,-0.107889009,-0.321785564,0.001208744,0.001812686,-0.004061282
237.8,-0.023185773,0.324111402,-0.39305827,-0.023185773,0.324111402,0.006941742,0.280614,0.022907741,-0.50643761,0.016579915,-0.018791278,-0.149076801,0.346349329,-0.008758044,6.28E-04,0.007552892,-0.042923082,-0.123876217,-0.292218292,5.01E-04,0.001885828,-0.003304656
237.9,-0.027679604,0.311185807,-0.420461327,-0.027679604,0.311185807,-0.020461341,0.28068497,0.033952307,-0.523168691,-0.004189763,-0.007903527,-0.128874479,0.429796505,-0.01148584,3.80E-04,0.007350062,-0.044174892,-0.137777193,-0.253217644,-5.19E-04,0.001936619,-0.002557819
238,-0.032261189,0.296949804,-0.443595171,-0.032261189,0.296949804,-0.04359518,0.274222944,0.045191256,-0.535697073,-0.0225555,0.003800593,-0.110489316,0.486482189,-0.013207969,8.79E-05,0.006958738,-0.044309436,-0.149709814,-0.207187026,-0.00176272,0.001960361,-0.001840937
238.1,-0.036811002,0.28158316,-0.461894929,-0.036811002,0.28158316,-0.061894935,0.260251445,0.056457997,-0.544247669,-0.038401968,0.016101418,-0.094878957,0.512882141,-0.013740154,-2.42E-04,0.006412612,-0.043259398,-0.159915037,-0.157005199,-0.003120511,0.001952955,-0.001171237
238.2,-0.041203734,0.265240341,-0.475096464,-0.041203734,0.265240341,-0.075096458,0.238470052,0.067566366,-0.549133709,-0.051699935,0.028756878,-0.082533353,0.508153728,-0.013014937,-5.99E-04,0.005750591,-0.040978828,-0.168712041,-0.105768466,-0.004468699,0.001911118,-5.62E-04
238.3,-0.045311015,0.248045668,-0.483244777,-0.045311015,0.248045668,-0.083244778,0.209292564,0.078315609,-0.550734908,-0.062489663,0.041504762,-0.073436729,0.474148054,-0.011087869,-9.74E-04,0.005012688,-0.037445267,-0.176445317,-0.056519252,-0.005683305,0.001832556,-2.36E-05
238.4,-0.049004238,0.230093062,-0.486675799,-0.049004238,0.230093062,-0.086675808,0.173815441,0.0884959,-0.549473778,-0.070859283,0.054066576,-0.067092847,0.415174613,-0.008131744,-0.00135517,0.004236171,-0.032661792,-0.183430784,-0.011986495,-0.006651859,0.00171609,4.39E-04
238.5,-0.052157421,0.211450174,-0.485973597,-0.052157421,0.211450174,-0.085973598,0.133719589,0.097894327,-0.545794707,-0.076921473,0.066153297,-0.06260835,0.337545004,-0.004419487,-0.001730142,0.00345236,-0.026658727,-0.189908444,0.025638893,-0.007284367,0.001561724,8.23E-04
238.6,-0.054650065,0.192166358,-0.481907725,-0.054650065,0.192166358,-0.081907719,0.091115297,0.106301076,-0.5401455,-0.080791764,0.077473008,-0.058820967,0.248939532,-2.97E-04,-0.002087127,0.002684351,-0.019494778,-0.196007662,0.054873381,-0.007522049,0.001370662,0.001129987
238.7,-0.056369882,0.172283426,-0.475357056,-0.056369882,0.172283426,-0.075357057,0.048345496,0.11351573,-0.53296457,-0.082571377,0.087740152,-0.054454439,0.157658573,0.003848908,-0.002414629,0.001945907,-0.01125735,-0.201728689,0.075040369,-0.007343032,0.001145282,0.001361221
238.8,-0.057215393,0.151847884,-0.467227429,-0.057215393,0.151847884,-0.067227431,0.007766592,0.1193535,-0.524673041,-0.082336821,0.096685755,-0.048279931,0.071829943,0.007631754,-0.002701875,0.001241566,-0.002061832,-0.206941829,0.086291915,-0.006764422,8.89E-04,0.001520314
238.9,-0.057098292,0.130922884,-0.458370984,-0.057098292,0.130922884,-0.058370985,-0.028471714,0.12365129,-0.515672292,-0.080137646,0.104067847,-0.039265868,-0.001352296,0.010699568,-0.002939028,5.68E-04,0.007950288,-0.211402773,0.089552012,-0.005840594,6.07E-04,0.001610564
239,-0.055945545,0.109598808,-0.449514836,-0.055945545,0.109598808,-0.04951483,-0.058626175,0.126273429,-0.506346309,-0.076002709,0.109681025,-0.026701775,-0.056285416,0.012770941,-0.003117366,-8.40E-05,0.018614463,-0.214781426,0.086388242,-0.004657833,3.03E-04,0.001634625
239.1,-0.053701188,0.0880007,-0.441205442,-0.053701188,0.0880007,-0.041205443,-0.081519882,0.127116864,-0.497067017,-0.069954249,0.113364342,-0.010286626,-0.089449822,0.013662052,-0.003229468,-7.26E-04,0.029747165,-0.216700142,0.078825548,-0.003325878,-1.47E-05,0.001594087
239.2,-0.050327752,0.066291779,-0.433773726,-0.050327752,0.066291779,-0.03377372,-0.09664665,0.126115828,-0.488201165,-0.062027822,0.115006706,0.009823551,-0.099689378,0.013304573,-0.003269423,-0.00136888,0.041150781,-0.216777357,0.069121159,-0.00196718,-3.40E-04,0.001489386
239.3,-0.045807362,0.044672262,-0.427323431,-0.045807362,0.044672262,-0.027323436,-0.104209784,0.123245561,-0.480116568,-0.052295137,0.11454933,0.033010781,-0.088255467,0.011752305,-0.003233056,-0.002019378,0.052618941,-0.214672738,0.05952363,-7.05E-04,-6.66E-04,0.001320048
239.4,-0.04014238,0.023373416,-0.421743512,-0.04014238,0.023373416,-0.021743514,-0.105091445,0.118525126,-0.473185794,-0.040885955,0.111985275,0.058232801,-0.058613383,0.00917593,-0.00311816,-0.002677237,0.063941997,-0.210130139,0.052039838,3.49E-04,-9.84E-04,0.001085255
239.5,-0.033355702,0.002647144,-0.416742265,-0.033355702,0.002647144,-0.016742263,-0.100755589,0.112018891,-0.467785836,-0.028005059,0.107356495,0.084101384,-0.016033195,0.005846352,-0.002924724,-0.003333046,0.074912183,-0.203015102,0.048233022,0.001105075,-0.001287035,7.85E-04
239.6,-0.02549061,-0.017247982,-0.411899507,-0.02549061,-0.017247982,-0.011899513,-0.093093904,0.103836745,-0.464292407,-0.013940676,0.100749111,0.108997231,0.032991642,0.00210822,-0.002655133,-0.00396729,0.085328305,-0.193343355,0.049071244,0.001504639,-0.001566646,4.19E-04
239.7,-0.016610205,-0.036063045,-0.40673092,-0.016610205,-0.036063045,-0.006730922,-0.084229913,0.09413272,-0.463068523,9.38E-04,0.092288021,0.131214378,0.081438348,-0.001653805,-0.00231434,-0.004550674,0.094999739,-0.181297308,0.054840529,0.00152592,-0.001815685,-7.11E-06
239.8,-0.006796465,-0.053575896,-0.400757581,-0.006796465,-0.053575896,-7.58E-04,-0.076300297,0.083101891,-0.464447421,0.016194748,0.082131798,0.149123107,0.122491584,-0.005052811,-0.001909998,-0.005045816,0.103749807,-0.16722758,0.065130153,0.001186018,-0.002027393,-4.88E-04
239.9,0.003851121,-0.069607377,-0.393573642,0.003851121,-0.069607377,0.00642635,-0.071235058,0.070975711,-0.468710953,0.031350698,0.070468617,0.161336286,0.150249852,-0.007737753,-0.001452535,-0.005410199,0.111418577,-0.151637941,0.078890407,5.39E-04,-0.002195911,-0.00101192
240,0.015217299,-0.084035054,-0.384904921,0.015217299,-0.084035054,0.015095083,-0.070558049,0.0580156,-0.476065573,0.045915732,0.057513618,0.16686122,0.160332719,-0.009428256,-9.55E-04,-0.005600154,0.117865463,-0.135153761,0.094556031,-3.28E-04,-0.002316565,-0.001564068
240.1,0.027173158,-0.096803002,-0.374652326,0.027173158,-0.096803002,0.025347663,-0.075227757,0.044505092,-0.486617468,0.059423374,0.043507481,0.165218468,0.150330177,-0.009942707,-4.33E-04,-0.005575518,0.122971673,-0.118475767,0.11022226,-0.001307078,-0.002386126,-0.002124788
240.2,0.039578587,-0.107926473,-0.362915963,0.039578587,-0.107926473,0.037084036,-0.085534266,0.030740687,-0.50034999,0.071464647,0.028715674,0.156511583,0.12005186,-0.00921688,9.46E-05,-0.005304475,0.126642757,-0.102323605,0.123855444,-0.002275332,-0.002403045,-0.002670943
240.3,0.05228503,-0.117490955,-0.349996835,0.05228503,-0.117490955,0.05000316,-0.101063001,0.017021824,-0.517105991,0.081717283,0.013427483,0.14143731,0.071552718,-0.007311256,6.10E-04,-0.004768102,0.12881131,-0.087375093,0.133517186,-0.003110993,-0.002367636,-0.00317682
240.4,0.065138556,-0.125645414,-0.336376548,0.065138556,-0.125645414,0.063623443,-0.120729343,0.003640387,-0.536577473,0.08996756,-0.002046142,0.121233732,0.008933494,-0.004406234,0.001092715,-0.003964075,0.129439648,-0.074207933,0.137579664,-0.003704153,-0.002282158,-0.00361562
240.5,0.077983089,-0.132590145,-0.32267651,0.077983089,-0.132590145,0.077323481,-0.142881354,-0.009129758,-0.558304785,0.096123278,-0.017376577,0.097571679,-0.062064518,-7.86E-04,0.001524551,-0.002909099,0.128522281,-0.063250551,0.13491055,-0.003968301,-0.002150797,-0.003961248
240.6,0.090663858,-0.13856037,-0.30960089,0.090663858,-0.13856037,0.090399116,-0.165461359,-0.021042619,-0.581685857,0.100217452,-0.032223714,0.072402657,-0.134631343,0.003189945,0.001888944,-0.001639708,0.126087838,-0.05474723,0.125009342,-0.003849401,-0.0019795,-0.004190272
240.7,0.103030905,-0.1438068,-0.297869056,0.103030905,-0.1438068,0.102130942,-0.18621086,-0.031888799,-0.605997542,0.102403068,-0.046244196,0.04778061,-0.201571497,0.007117624,0.002173061,-2.11E-04,0.122200063,-0.048740815,0.108080614,-0.003331905,-0.001775689,-0.004283869
240.8,0.114942633,-0.148574993,-0.28814429,0.114942633,-0.148574993,0.111855708,-0.202899641,-0.041502544,-0.630426727,0.102939682,-0.059101229,0.025676729,-0.25603171,0.010590998,0.002368668,0.001305006,0.116957862,-0.045073947,0.085036584,-0.00244106,-0.001547844,-0.004229581
240.9,0.126269221,-0.153085425,-0.280965865,0.126269221,-0.153085425,0.119034149,-0.213556563,-0.049766689,-0.654110515,0.102172869,-0.070475134,0.007805103,-0.292201866,0.013239782,0.002472721,0.002826267,0.110493939,-0.043407779,0.057427732,-0.001241273,-0.001305013,-0.004022694
241,0.13689591,-0.157515973,-0.276691526,0.13689591,-0.157515973,0.123308465,-0.216679867,-0.056615178,-0.676183285,0.100507677,-0.080074008,-0.004526306,-0.30591863,0.014766374,0.002487434,0.004264115,0.102972313,-0.043255621,0.027307516,1.69E-04,-0.001056283,-0.003667109
241.1,0.146725997,-0.161988527,-0.275456488,0.146725997,-0.161988527,0.124543525,-0.211405987,-0.062032919,-0.695826536,0.098377516,-0.087643849,-0.01052864,-0.295111112,0.014975825,0.002419836,0.00553107,0.09458472,-0.044028191,-0.002956124,0.001667958,-8.10E-04,-0.003175576
241.2,0.155683398,-0.166561112,-0.277152777,0.155683398,-0.166561112,0.122847222,-0.197620158,-0.066053092,-0.712318561,0.09621035,-0.092977853,-0.010001942,-0.260042119,0.013796331,0.002280919,0.006547454,0.085545976,-0.045086814,-0.030904111,0.003118093,-5.75E-04,-0.002569263
241.3,0.163714767,-0.17122598,-0.281432092,0.163714767,-0.17122598,0.118567921,-0.175996779,-0.068751857,-0.725079809,0.094394646,-0.095924909,-0.003357092,-0.203319068,0.011288155,0.002084543,0.007247902,0.076088662,-0.045800863,-0.054222485,0.004382791,-3.56E-04,-0.001876639
241.4,0.170790985,-0.175914273,-0.287731439,0.170790985,-0.175914273,0.112268552,-0.147965016,-0.070241032,-0.733710233,0.093248042,-0.096397262,0.008412843,-0.129672152,0.007640067,0.001846301,0.007586922,0.066457063,-0.045605484,-0.070967938,0.0053376,-1.59E-04,-0.001131758
241.5,0.176908046,-0.180506513,-0.295320123,0.176908046,-0.180506513,0.10467989,-0.115601232,-0.070659054,-0.738015227,0.092991988,-0.094377349,0.023812657,-0.045519859,0.003153508,0.001582476,0.007543043,0.056900546,-0.044055431,-0.079760026,0.005882758,1.24E-05,-3.72E-04
241.6,0.182087079,-0.18484804,-0.303363085,0.182087079,-0.18484804,0.096636914,-0.08145757,-0.07016093,-0.738018268,0.093735344,-0.089923602,0.040974213,0.04163524,-0.001784111,0.00130917,0.00712112,0.047666392,-0.04087026,-0.079920641,0.005953209,1.57E-04,3.64E-04
241.7,0.186373651,-0.188768059,-0.31099546,0.186373651,-0.188768059,0.089004554,-0.048341694,-0.068907811,-0.733958414,0.095469101,-0.08317448,0.05782819,0.123921644,-0.006734545,0.001041598,0.006352603,0.038992103,-0.035966017,-0.071546624,0.005525497,2.74E-04,0.001040595
241.8,0.189836174,-0.192100212,-0.317400396,0.189836174,-0.192100212,0.082599595,-0.019067735,-0.067057043,-0.726272371,0.098073071,-0.07434999,0.072306023,0.193854661,-0.011249015,7.93E-04,0.005293658,0.031097396,-0.029468833,-0.055508138,0.004620867,3.66E-04,0.001625036
241.9,0.192563638,-0.194702849,-0.321883619,0.192563638,-0.194702849,0.078116395,0.003798739,-0.064753262,-0.715562741,0.101333776,-0.063749575,0.082553729,0.245059166,-0.014909927,5.76E-04,0.00402128,0.024176087,-0.02170711,-0.033372528,0.003304225,4.34E-04,0.002092195
242,0.194662318,-0.196476936,-0.323936462,0.194662318,-0.196476936,0.076063544,0.018177952,-0.062121244,-0.702554058,0.104971284,-0.05174563,0.087134804,0.272889369,-0.017370084,3.99E-04,0.002627645,0.018388343,-0.013181224,-0.007260987,0.001679023,4.83E-04,0.002425241
242.1,0.196252063,-0.197379664,-0.323282331,0.196252063,-0.197379664,0.07671766,0.022673145,-0.059261042,-0.688040333,0.108671692,-0.038772206,0.085197754,0.274886071,-0.018385697,2.67E-04,0.001213133,0.01385376,-0.004512463,0.020348595,-1.21E-04,5.16E-04,0.002617028
242.2,0.197461843,-0.197432399,-0.319901109,0.197461843,-0.197432399,0.080098897,0.016709027,-0.056245641,-0.672827634,0.11212152,-0.025308984,0.076586235,0.251027276,-0.017840067,1.81E-04,-1.21E-04,0.010645819,0.003623934,0.046853965,-0.001945919,5.38E-04,0.002670541
242.3,0.19842504,-0.196722135,-0.314029247,0.19842504,-0.196722135,0.085970767,5.98E-04,-0.053121399,-0.657676834,0.115040536,-0.011861433,0.061876232,0.203747951,-0.015755652,1.38E-04,-0.001282703,0.008788261,0.010574231,0.069774222,-0.003638063,5.53E-04,0.002598535
242.4,0.199274361,-0.195395842,-0.306135684,0.199274361,-0.195395842,0.093864314,-0.024472808,-0.049911037,-0.643250034,0.117210199,0.001061628,0.04233437,0.13772532,-0.012293356,1.30E-04,-0.002192236,0.008253658,0.01578127,0.086985761,-0.00505098,5.66E-04,0.002422415
242.5,0.200137004,-0.193648294,-0.296875298,0.200137004,-0.193648294,0.103124686,-0.056532929,-0.046619009,-0.630066115,0.1184958,0.012971477,0.019802045,0.059448003,-0.007739016,1.43E-04,-0.002792786,0.008964411,0.018850289,0.096926116,-0.00606022,5.80E-04,0.002170416
242.6,0.201129824,-0.191704273,-0.287024349,0.201129824,-0.191704273,0.112975657,-0.092991285,-0.043238683,-0.618468133,0.11886116,0.023422329,-0.003480152,-0.023392732,-0.002478299,1.64E-04,-0.003052915,0.010796107,0.019597967,0.098745956,-0.006575163,5.95E-04,0.001875237
242.7,0.202355132,-0.189796612,-0.27740404,0.202355132,-0.189796612,0.122595958,-0.130855392,-0.039760686,-0.608605287,0.118375271,0.032032207,-0.025086683,-0.102634577,0.003037717,1.75E-04,-0.002969499,0.013583034,0.018079832,0.092394116,-0.006547342,6.12E-04,0.001571317
242.8,0.203896999,-0.188142225,-0.268799692,0.203896999,-0.188142225,0.131200314,-0.16698788,-0.03618167,-0.600431098,0.117210529,0.038500833,-0.042636065,-0.170430818,0.008333112,1.60E-04,-0.002567881,0.017125556,0.014593984,0.078626433,-0.005974994,6.29E-04,0.001291973
242.9,0.205818504,-0.18691799,-0.261882901,0.205818504,-0.18691799,0.13811709,-0.198376975,-0.032512681,-0.593717769,0.11563228,0.042623847,-0.054012058,-0.220017744,0.012950115,1.05E-04,-0.001899658,0.021198957,0.009662079,0.058936221,-0.004903399,6.43E-04,0.001066652
243,0.208159789,-0.186239257,-0.257144779,0.208159789,-0.186239257,0.142855242,-0.222396829,-0.028786329,-0.588085637,0.113979597,0.044302847,-0.057558319,-0.24638825,0.016490538,1.70E-06,-0.001038268,0.025563393,0.003990481,0.035411731,-0.003420965,6.49E-04,9.18E-04
243.1,0.210937351,-0.186142638,-0.254846334,0.210937351,-0.186142638,0.145153672,-0.237033791,-0.02506201,-0.583044638,0.112637615,0.04355094,-0.052233184,-0.246804971,0.018651823,-1.56E-04,-7.28E-05,0.029974606,-0.001584204,0.010533212,-0.001651401,6.42E-04,8.62E-04
243.2,0.2141442,-0.186575145,-0.25499174,0.2141442,-0.186575145,0.145008266,-0.24105848,-0.021428685,-0.578045259,0.112002615,0.040493209,-0.037715806,-0.221099772,0.019254362,-3.65E-04,9.00E-04,0.034194957,-0.006160651,-0.013071596,2.57E-04,6.16E-04,9.04E-04
243.3,0.217751235,-0.18739073,-0.257326573,0.217751235,-0.18739073,0.142673418,-0.234127786,-0.018004731,-0.572533777,0.112442228,0.035361673,-0.014458545,-0.171727217,0.018257547,-6.20E-04,0.001781591,0.038004386,-0.008844892,-0.032890174,0.002145999,5.67E-04,0.001039376
243.4,0.22170949,-0.188355058,-0.261362255,0.22170949,-0.188355058,0.138637736,-0.216808093,-0.014934761,-0.566008011,0.114254442,0.028484181,0.01631768,-0.103562989,0.015763087,-9.08E-04,0.002483904,0.041210741,-0.008824516,-0.04678045,0.003858725,4.91E-04,0.001254484
243.5,0.225953341,-0.189158261,-0.266424119,0.225953341,-0.189158261,0.133575886,-0.190517415,-0.012383476,-0.558068237,0.117630139,0.020267043,0.052686789,-0.023463894,0.01200527,-0.00121409,0.002932526,0.043658808,-0.00544044,-0.053193336,0.00525638,3.85E-04,0.001527676
243.6,0.230404317,-0.189434856,-0.271719128,0.230404317,-0.189434856,0.128280878,-0.157392291,-0.010526868,-0.548459548,0.122624199,0.011171771,0.092139654,0.06036983,0.007329112,-0.001519048,0.00307473,0.045237393,0.001748784,-0.051340244,0.006229079,2.48E-04,0.001830747
243.7,0.234975383,-0.188789442,-0.276417136,0.234975383,-0.188789442,0.123582877,-0.120091668,-0.009541314,-0.537101904,0.129139545,0.001687006,0.131761207,0.139169667,0.00215842,-0.001802717,0.002883299,0.045883743,0.012915644,-0.041288692,0.006705674,8.17E-05,0.00213147
243.8,0.23957552,-0.186826289,-0.279737443,0.23957552,-0.186826289,0.120262548,-0.081556021,-0.009591302,-0.524105761,0.136926829,-0.00770243,0.168453549,0.204437092,-0.003043233,-0.002044193,0.00235868,0.045584808,0.027931002,-0.023976038,0.006659734,-1.11E-04,0.00239627
243.9,0.244114116,-0.183180109,-0.281033307,0.244114116,-0.183180109,0.118966684,-0.044743755,-0.010816643,-0.509771596,0.145600017,-0.016546766,0.199189275,0.248764887,-0.007814992,-0.002223101,0.001528913,0.044375099,0.046355036,-0.001139473,0.006111407,-3.25E-04,0.002593006
244,0.24850522,-0.17754598,-0.279865295,0.24850522,-0.17754598,0.120134696,-0.012369202,-0.01332009,-0.494573624,0.154665598,-0.024459861,0.221272826,0.266563449,-0.011740688,-0.002320759,4.47E-04,0.042331236,0.067455008,0.024831592,0.00512503,-5.53E-04,0.002693636
244.1,0.252671182,-0.169705525,-0.276057094,0.252671182,-0.169705525,0.123942912,0.01333414,-0.017156311,-0.479129072,0.163561083,-0.0311424,0.232583379,0.254623541,-0.014486428,-0.002321435,-8.11E-04,0.039563709,0.090250254,0.051107272,0.003802727,-7.86E-04,0.002676555
244.2,0.256545514,-0.159547389,-0.269727528,0.256545514,-0.159547389,0.130272478,0.030803573,-0.022323066,-0.464155644,0.171697417,-0.036397502,0.231772207,0.212462911,-0.015830318,-0.002213663,-0.002157862,0.036206639,0.11358142,0.074673749,0.00227462,-0.001013682,0.002528418
244.3,0.260075003,-0.147080258,-0.261295617,0.260075003,-0.147080258,0.138704389,0.039273541,-0.028755307,-0.450420026,0.178500047,-0.040137633,0.218391418,0.142424752,-0.015681604,-0.001991523,-0.003493961,0.032406579,0.136197692,0.092611375,6.87E-04,-0.001224902,0.002245325
244.4,0.263220817,-0.13243717,-0.251457363,0.263220817,-0.13243717,0.148542643,0.038827404,-0.036322746,-0.438682346,0.183444562,-0.042382823,0.192939482,0.049517563,-0.014087535,-0.001655695,-0.004721236,0.028311433,0.156853179,0.102369207,-8.13E-04,-0.001408189,0.001833261
244.5,0.265958369,-0.115870759,-0.24113597,0.265958369,-0.115870759,0.158864036,0.030370696,-0.044831207,-0.429640056,0.186084568,-0.043251212,0.156818961,-0.058989746,-0.011227366,-0.001214089,-0.005748137,0.024060407,0.174402622,0.102011193,-0.002088603,-0.001552507,0.001307773
244.6,0.268276632,-0.097739793,-0.231409594,0.268276632,-0.097739793,0.168590397,0.015529284,-0.054027784,-0.423876417,0.18607124,-0.042943855,0.112214259,-0.174183222,-0.007394167,-6.82E-04,-0.00649696,0.019775663,0.187886843,0.090411775,-0.003026317,-0.001647978,6.93E-04
244.7,0.270176202,-0.078487918,-0.223422557,0.270176202,-0.078487918,0.176577434,-0.003517299,-0.063609625,-0.421816448,0.183165384,-0.041725764,0.061905262,-0.286276253,-0.002966214,-8.07E-05,-0.006909512,0.015556051,0.196600521,0.067382607,-0.003547557,-0.001686573,1.96E-05
244.8,0.271666765,-0.058616336,-0.218287975,0.271666765,-0.058616336,0.181712031,-0.024251019,-0.073235916,-0.423694217,0.177243601,-0.039905319,0.009039488,-0.385471339,0.001629286,5.63E-04,-0.006951082,0.011472933,0.200137286,0.033718235,-0.003613965,-0.001662706,-6.77E-04
244.9,0.272764087,-0.038652524,-0.216990352,0.272764087,-0.038652524,0.183009654,-0.044058409,-0.082542336,-0.429533201,0.168300111,-0.037813369,-0.043113657,-0.462834783,0.005956693,0.001217787,-0.006612428,0.007567929,0.198410443,-0.00884485,-0.003230673,-0.001573657,-0.001357898
245,0.273486614,-0.01911737,-0.220296919,0.273486614,-0.01911737,0.179703087,-0.060478464,-0.091157239,-0.439141063,0.156445327,-0.035782955,-0.091404667,-0.511105549,0.009612826,0.001853717,-0.005909662,0.003852341,0.191650014,-0.057753567,-0.002445081,-0.001419792,-0.001986905
245.1,0.27385208,-4.93E-04,-0.228685662,0.27385208,-4.93E-04,0.171314344,-0.071432033,-0.098718598,-0.452118502,0.141901416,-0.034129819,-0.133024219,-0.52536355,0.012264412,0.002440243,-0.004882124,3.08E-04,0.18037853,-0.10983828,-0.001341705,-0.001204563,-0.002528982
245.2,0.273874193,0.01680422,-0.24229674,0.273874193,0.01680422,0.157703266,-0.075411492,-0.104890755,-0.467881245,0.124994309,-0.033133677,-0.165689307,-0.503495069,0.013678605,0.002950232,-0.003588534,-0.003110777,0.165368942,-0.161570725,-3.36E-05,-9.34E-04,-0.002954446
245.3,0.273559839,0.032449853,-0.260911733,0.273559839,0.032449853,0.139088258,-0.071613106,-0.109379957,-0.485693044,0.106141158,-0.033020184,-0.187786244,-0.446409625,0.013743745,0.003361011,-0.002101858,-0.006473394,0.147588067,-0.209357363,0.001348901,-6.18E-04,-0.003240244
245.4,0.272906989,0.046224464,-0.283962935,0.272906989,0.046224464,0.116037078,-0.06000055,-0.111948001,-0.50470653,0.085832242,-0.033943935,-0.198464501,-0.357986684,0.012478475,0.003655302,-5.03E-04,-0.00986841,0.128129242,-0.249842118,0.002670678,-2.66E-04,-0.00337109
245.5,0.271903306,0.0580233,-0.31057182,0.271903306,0.0580233,0.089428179,-0.04129412,-0.112423046,-0.524009659,0.064606938,-0.035973288,-0.197676118,-0.244754149,0.010028427,0.003821672,0.001123151,-0.013396859,0.108137711,-0.280190897,0.003804978,1.09E-04,-0.003339994
245.6,0.270525724,0.067855872,-0.339614004,0.270525724,0.067855872,0.060386002,-0.016887768,-0.110707221,-0.542673044,0.043024454,-0.039078496,-0.186157506,-0.11532845,0.006650886,0.00385458,0.002697638,-0.017164142,0.088733046,-0.298332057,0.00464535,4.94E-04,-0.003148205
245.7,0.26874128,0.07583797,-0.369804442,0.26874128,0.07583797,0.030195547,0.011297393,-0.106780603,-0.559796061,0.021631255,-0.043124788,-0.165352104,0.02033342,0.002688942,0.003754172,0.004148073,-0.021270457,0.07093376,-0.303130747,0.005115617,8.75E-04,-0.002804615
245.8,0.266508609,0.082176767,-0.399796188,0.266508609,0.082176767,2.04E-04,0.041008349,-0.100701521,-0.574548256,9.28E-04,-0.047872226,-0.137276861,0.151799894,-0.001462325,0.003525907,0.005414446,-0.025800265,0.055589922,-0.294481256,0.005176813,0.00124046,-0.002324742
245.9,0.263780594,0.087150574,-0.428283632,0.263780594,0.087150574,-0.02828362,0.069884935,-0.092603298,-0.586204134,-0.018658111,-0.052983559,-0.104341439,0.269068726,-0.005394381,0.003180113,0.006451031,-0.03081158,0.043329925,-0.273309416,0.004830488,0.001576685,-0.001729403
246,0.260507822,0.091085039,-0.454101622,0.260507822,0.091085039,-0.054101635,0.095692178,-0.082687684,-0.594169789,-0.036798548,-0.058040688,-0.069135383,0.363425425,-0.00872478,0.002731463,0.007227303,-0.036326035,0.034526939,-0.241485568,0.004118063,0.001873049,-0.001043229
246.1,0.256642759,0.094327956,-0.476312131,0.256642759,0.094327956,-0.07631214,0.116537661,-0.071215494,-0.598000778,-0.053272605,-0.062569158,-0.034204702,0.428178691,-0.01113393,0.002198358,0.007727562,-0.042320797,0.029288592,-0.201656672,0.003116345,0.002120159,-2.93E-04
246.2,0.252143949,0.097224623,-0.494270563,0.252143949,0.097224623,-0.09427055,0.131053134,-0.058495121,-0.597411247,-0.067970319,-0.06606925,-0.001841815,0.459207058,-0.012395582,0.001602166,0.007949431,-0.048723305,0.027470744,-0.157013902,0.001929655,0.002310616,4.93E-04
246.3,0.246980742,0.100095682,-0.507666886,0.246980742,0.100095682,-0.107666872,0.13852292,-0.04486947,-0.592275318,-0.080883239,-0.068051082,0.026087393,0.455270237,-0.012398153,9.66E-04,0.007901578,-0.055409588,0.028713092,-0.111017327,6.79E-04,0.002439269,0.001287729
246.4,0.241137683,0.103218935,-0.516538262,0.241137683,0.103218935,-0.116538271,0.138947125,-0.030702187,-0.582621966,-0.092087402,-0.068070784,0.048261026,0.418060693,-0.011154854,3.15E-04,0.007600943,-0.062206606,0.032491234,-0.067102778,-5.08E-04,0.002503366,0.002064874
