heading,Period,surge_a,surge_p,sway_a,sway_p,heave_a,heave_p,roll_a,roll_p,pitch_a,pitch_p,yaw_a,yaw_p
315.0,4.6,0.7121,270.2301,0.7123,90.2474,0.9663,359.8721,0.0239,91.7668,0.0238,93.0614,0.0597,64.1877
315.0,4.8,0.7174,270.2404,0.7175,90.2556,0.9679,359.8908,0.0239,91.7204,0.0238,92.9162,0.0596,64.3772
315.0,5.0,0.7222,270.2506,0.7223,90.2639,0.9695,359.9059,0.0237,91.6895,0.0236,92.8082,0.0595,64.5833
315.0,5.2,0.7265,270.2607,0.7267,90.2722,0.9711,359.9183,0.0233,91.67,0.0232,92.7273,0.0594,64.8036
315.0,5.4,0.7305,270.2706,0.7306,90.2806,0.9726,359.9286,0.0228,91.6592,0.0227,92.6665,0.0592,65.0359
315.0,5.6,0.7341,270.2805,0.7343,90.2891,0.974,359.9371,0.0222,91.6552,0.0221,92.6214,0.0591,65.2787
315.0,5.8,0.7375,270.2903,0.7376,90.2975,0.9754,359.9443,0.0215,91.6566,0.0214,92.5885,0.0589,65.5305
315.0,6.0,0.7405,270.3,0.7407,90.306,0.9766,359.9505,0.0209,91.6624,0.0208,92.5654,0.0588,65.7902
315.0,6.25,0.744,270.3121,0.7442,90.3167,0.9781,359.9569,0.02,91.6747,0.0199,92.5477,0.0586,66.1245
315.0,6.5,0.7472,270.3241,0.7473,90.3274,0.9795,359.9622,0.0192,91.6916,0.0191,92.5399,0.0584,66.468
315.0,7.0,0.7526,270.3479,0.7527,90.3488,0.9819,359.9705,0.0175,91.7361,0.0174,92.5468,0.058,67.1776
315.0,7.25,0.7549,270.3598,0.7551,90.3596,0.983,359.9738,0.0167,91.7626,0.0166,92.559,0.0578,67.5418
315.0,7.5,0.7571,270.3716,0.7572,90.3704,0.984,359.9765,0.016,91.7913,0.0159,92.5756,0.0575,67.911
315.0,7.75,0.759,270.3833,0.7592,90.3812,0.9849,359.9789,0.0153,91.822,0.0151,92.5961,0.0573,68.2847
315.0,8.0,0.7608,270.3951,0.761,90.392,0.9857,359.981,0.0146,91.8544,0.0145,92.6198,0.0571,68.6624
315.0,8.25,0.7625,270.4068,0.7626,90.4029,0.9865,359.9828,0.0139,91.8883,0.0138,92.6463,0.0569,69.0435
315.0,8.5,0.764,270.4185,0.7641,90.4138,0.9872,359.9844,0.0133,91.9235,0.0132,92.6752,0.0567,69.4276
315.0,8.75,0.7654,270.4302,0.7655,90.4247,0.9878,359.9858,0.0127,91.9599,0.0126,92.7062,0.0565,69.8144
315.0,9.0,0.7667,270.4418,0.7668,90.4356,0.9885,359.987,0.0122,91.9973,0.012,92.739,0.0562,70.2035
315.0,9.25,0.7679,270.4535,0.768,90.4465,0.989,359.9881,0.0117,92.0356,0.0115,92.7733,0.056,70.5947
315.0,9.5,0.769,270.4651,0.7691,90.4574,0.9896,359.9891,0.0112,92.0749,0.011,92.809,0.0558,70.9877
315.0,9.75,0.77,270.4767,0.7701,90.4684,0.9901,359.99,0.0107,92.1148,0.0106,92.8459,0.0556,71.3823
315.0,10.0,0.7709,270.4884,0.7711,90.4793,0.9905,359.9907,0.0103,92.1555,0.0101,92.8838,0.0553,71.7784
315.0,10.5,0.7727,270.5116,0.7728,90.5012,0.9913,359.9921,0.0094,92.2387,0.0093,92.9623,0.0549,72.5741
315.0,11.0,0.7741,270.5347,0.7743,90.5232,0.9921,359.9932,0.0087,92.3241,0.0086,93.0433,0.0545,73.3735
315.0,11.5,0.7754,270.5579,0.7756,90.5451,0.9927,359.9941,0.0081,92.4112,0.0079,93.1263,0.054,74.1759
315.0,12.0,0.7766,270.581,0.7767,90.5671,0.9933,359.9948,0.0075,92.4998,0.0073,93.2106,0.0536,74.9802
315.0,13.0,0.7784,270.6271,0.7786,90.6111,0.9942,359.996,0.0065,92.6809,0.0063,93.3812,0.0527,76.5925
315.0,14.0,0.7799,270.6731,0.7801,90.655,0.995,359.9968,0.0057,92.8658,0.0055,93.5516,0.0519,78.2061
315.0,15.0,0.7811,270.7189,0.7813,90.6989,0.9956,359.9974,0.005,93.0536,0.0048,93.7195,0.051,79.8177
315.0,16.0,0.782,270.7645,0.7822,90.7427,0.9962,359.9979,0.0044,93.2436,0.0043,93.8829,0.0501,81.4251
315.0,17.0,0.7827,270.81,0.7829,90.7863,0.9966,359.9983,0.0039,93.4352,0.0038,94.04,0.0493,83.0263
315.0,18.0,0.7833,270.8552,0.7835,90.8297,0.997,359.9986,0.0035,93.628,0.0034,94.1896,0.0484,84.6196
315.0,19.0,0.7838,270.9001,0.784,90.873,0.9973,359.9988,0.0032,93.8216,0.003,94.3306,0.0475,86.204
315.0,20.0,0.7841,270.9449,0.7844,90.9161,0.9975,359.999,0.0029,94.0157,0.0027,94.4621,0.0467,87.7784
315.0,40.0,0.7827,271.7656,0.7832,91.7119,0.9994,359.9999,0.0007,97.7984,0.0006,94.669,0.0309,116.5644
